"id","congr","logrt"
1,-0.5,6.49828214947643
1,-0.5,6.64378973314767
1,-0.5,6.73340189183736
1,-0.5,6.68959926917897
1,-0.5,6.3297209055227
1,-0.5,6.60123011872888
1,-0.5,6.49828214947643
1,-0.5,6.68835471394676
1,-0.5,6.4425401664682
1,-0.5,6.32793678372919
1,-0.5,6.4425401664682
1,-0.5,6.8501261661455
1,-0.5,6.39024066706535
1,-0.5,6.73340189183736
1,-0.5,6.69084227741856
1,-0.5,6.5510803350434
1,-0.5,6.32793678372919
1,-0.5,6.3261494731551
1,-0.5,6.5510803350434
1,-0.5,6.68959926917897
1,-0.5,6.4425401664682
1,-0.5,6.64248680136726
1,-0.5,6.60123011872888
1,-0.5,6.49828214947643
1,-0.5,6.64378973314767
1,-0.5,6.8501261661455
1,-0.5,6.68959926917897
1,-0.5,6.19644412779452
1,-0.5,6.49828214947643
1,-0.5,6.26149168432104
1,-0.5,6.49828214947643
1,-0.5,6.60123011872888
1,-0.5,6.60258789218934
1,-0.5,6.77078942390898
1,-0.5,6.7719355558396
1,-0.5,6.49828214947643
1,0.5,6.60258789218934
1,0.5,6.3297209055227
1,0.5,6.25958146406492
1,0.5,6.49828214947643
1,0.5,6.49828214947643
1,0.5,6.64509096950564
1,0.5,6.39024066706535
1,0.5,6.26149168432104
1,0.5,6.64378973314767
1,0.5,6.39024066706535
1,0.5,6.25958146406492
1,0.5,6.60123011872888
1,0.5,6.73221070646721
1,0.5,6.49828214947643
1,0.5,6.3919171133926
1,0.5,6.7696419768525
1,0.5,6.5510803350434
1,0.5,6.49828214947643
1,0.5,6.4425401664682
1,0.5,6.64378973314767
1,0.5,6.68959926917897
1,0.5,6.26339826259162
1,0.5,6.49677499018586
1,0.5,6.5510803350434
1,0.5,6.49828214947643
1,0.5,6.59987049921284
1,0.5,6.5510803350434
1,0.5,6.49828214947643
1,0.5,6.38856140554563
1,0.5,6.73340189183736
1,0.5,6.64378973314767
1,0.5,6.49828214947643
1,0.5,6.55250788703459
1,0.5,6.26149168432104
1,0.5,6.7719355558396
1,0.5,6.32793678372919
3,-0.5,6.68959926917897
3,-0.5,6.68835471394676
3,-0.5,6.59987049921284
3,-0.5,6.68959926917897
3,-0.5,6.73340189183736
3,-0.5,6.69084227741856
3,-0.5,6.60123011872888
3,-0.5,7.10578612948127
3,-0.5,6.77078942390898
3,-0.5,6.77078942390898
3,-0.5,6.5510803350434
3,-0.5,6.98841318199959
3,-0.5,6.81124437860129
3,-0.5,6.88346258641309
3,-0.5,6.8501261661455
3,-0.5,6.60123011872888
3,-0.5,6.5510803350434
3,-0.5,6.8501261661455
3,-0.5,6.88346258641309
3,-0.5,6.64378973314767
3,-0.5,6.68959926917897
3,-0.5,6.8501261661455
3,-0.5,6.5510803350434
3,-0.5,6.95463886488099
3,-0.5,6.55250788703459
3,-0.5,6.64248680136726
3,-0.5,6.77078942390898
3,-0.5,6.8501261661455
3,-0.5,6.91968384984741
3,-0.5,6.81124437860129
3,-0.5,6.60258789218934
3,-0.5,6.92067150424868
3,-0.5,6.68959926917897
3,-0.5,6.73340189183736
3,-0.5,6.77078942390898
3,0.5,6.60123011872888
3,0.5,6.73340189183736
3,0.5,6.68835471394676
3,0.5,6.69084227741856
3,0.5,6.73459165997295
3,0.5,6.73340189183736
3,0.5,6.8501261661455
3,0.5,6.91968384984741
3,0.5,6.84906628263346
3,0.5,6.68959926917897
3,0.5,6.49677499018586
3,0.5,6.68959926917897
3,0.5,6.8501261661455
3,0.5,6.55250788703459
3,0.5,6.49828214947643
3,0.5,6.64378973314767
3,0.5,6.73221070646721
3,0.5,6.68959926917897
3,0.5,6.77078942390898
3,0.5,6.68959926917897
3,0.5,6.88346258641309
3,0.5,6.68835471394676
3,0.5,6.68835471394676
3,0.5,6.73340189183736
3,0.5,6.5510803350434
3,0.5,6.77078942390898
3,0.5,6.95368421087054
3,0.5,6.68959926917897
3,0.5,6.5510803350434
3,0.5,6.88346258641309
3,0.5,6.81014245011514
3,0.5,6.69084227741856
3,0.5,6.69084227741856
3,0.5,6.81124437860129
3,0.5,6.81124437860129
3,0.5,6.81234509417748
6,-0.5,6.3297209055227
6,-0.5,6.84906628263346
6,-0.5,6.3261494731551
6,-0.5,6.88346258641309
6,-0.5,6.49828214947643
6,-0.5,6.26149168432104
6,-0.5,6.85118492749374
6,-0.5,6.49828214947643
6,-0.5,6.4425401664682
6,-0.5,6.49828214947643
6,-0.5,6.4425401664682
6,-0.5,6.64378973314767
6,-0.5,6.39024066706535
6,-0.5,6.60123011872888
6,-0.5,6.64378973314767
6,-0.5,6.4425401664682
6,-0.5,6.38856140554563
6,-0.5,6.39024066706535
6,-0.5,6.81124437860129
6,-0.5,6.4425401664682
6,-0.5,6.32793678372919
6,-0.5,6.39024066706535
6,-0.5,6.32793678372919
6,-0.5,6.68835471394676
6,-0.5,6.5510803350434
6,-0.5,6.49828214947643
6,-0.5,6.73340189183736
6,-0.5,6.49677499018586
6,-0.5,6.54965074223381
6,-0.5,6.39024066706535
6,-0.5,6.60258789218934
6,-0.5,6.64509096950564
6,-0.5,6.3261494731551
6,-0.5,6.26339826259162
6,-0.5,6.60123011872888
6,-0.5,6.4425401664682
6,0.5,6.60123011872888
6,0.5,6.32793678372919
6,0.5,6.73340189183736
6,0.5,6.68959926917897
6,0.5,6.3261494731551
6,0.5,6.49828214947643
6,0.5,6.60123011872888
6,0.5,6.49828214947643
6,0.5,6.4425401664682
6,0.5,6.3297209055227
6,0.5,6.88346258641309
6,0.5,6.73340189183736
6,0.5,6.59987049921284
6,0.5,6.39024066706535
6,0.5,6.49828214947643
6,0.5,6.49828214947643
6,0.5,6.49828214947643
6,0.5,6.49828214947643
6,0.5,6.49828214947643
6,0.5,6.4425401664682
6,0.5,6.68959926917897
6,0.5,6.73340189183736
6,0.5,6.4425401664682
6,0.5,6.49828214947643
6,0.5,6.60258789218934
6,0.5,6.73340189183736
6,0.5,6.39024066706535
6,0.5,6.4425401664682
6,0.5,6.3919171133926
6,0.5,6.26149168432104
6,0.5,6.60123011872888
6,0.5,6.32793678372919
6,0.5,6.39024066706535
6,0.5,6.8501261661455
6,0.5,6.60123011872888
6,0.5,6.4425401664682
7,-0.5,6.3919171133926
7,-0.5,6.60258789218934
7,-0.5,6.5510803350434
7,-0.5,6.60123011872888
7,-0.5,6.38856140554563
7,-0.5,6.4425401664682
7,-0.5,6.4425401664682
7,-0.5,6.19847871649231
7,-0.5,6.39024066706535
7,-0.5,6.4425401664682
7,-0.5,6.39024066706535
7,-0.5,6.19847871649231
7,-0.5,6.19644412779452
7,-0.5,6.5510803350434
7,-0.5,6.68959926917897
7,-0.5,6.3919171133926
7,-0.5,6.4425401664682
7,-0.5,6.4425401664682
7,-0.5,6.4425401664682
7,-0.5,6.5510803350434
7,-0.5,6.20050917404269
7,-0.5,6.32793678372919
7,-0.5,6.39024066706535
7,-0.5,6.49828214947643
7,-0.5,6.5510803350434
7,-0.5,6.26149168432104
7,-0.5,6.3919171133926
7,-0.5,6.4425401664682
7,-0.5,6.4425401664682
7,-0.5,6.60123011872888
7,-0.5,6.5510803350434
7,-0.5,6.26339826259162
7,-0.5,6.38856140554563
7,-0.5,6.39024066706535
7,-0.5,6.77078942390898
7,-0.5,6.68959926917897
7,0.5,6.32793678372919
7,0.5,6.26149168432104
7,0.5,6.5510803350434
7,0.5,6.49828214947643
7,0.5,6.26149168432104
7,0.5,6.4425401664682
7,0.5,6.32793678372919
7,0.5,6.26149168432104
7,0.5,6.5510803350434
7,0.5,6.26149168432104
7,0.5,6.4425401664682
7,0.5,6.49828214947643
7,0.5,6.68835471394676
7,0.5,6.38856140554563
7,0.5,6.4425401664682
7,0.5,6.4425401664682
7,0.5,6.32793678372919
7,0.5,6.3919171133926
7,0.5,6.39024066706535
7,0.5,6.55250788703459
7,0.5,6.4425401664682
7,0.5,6.60123011872888
7,0.5,6.38856140554563
7,0.5,6.39024066706535
7,0.5,6.3919171133926
7,0.5,6.60258789218934
7,0.5,6.64509096950564
7,0.5,6.3297209055227
7,0.5,6.4425401664682
7,0.5,6.64378973314767
7,0.5,6.3919171133926
7,0.5,6.3297209055227
7,0.5,6.44413125670044
7,0.5,6.64378973314767
7,0.5,6.04025471127741
9,-0.5,6.49828214947643
9,-0.5,6.64378973314767
9,-0.5,6.49978704065585
9,-0.5,6.73459165997295
9,-0.5,6.4425401664682
9,-0.5,6.49828214947643
9,-0.5,6.49828214947643
9,-0.5,6.64248680136726
9,-0.5,6.5510803350434
9,-0.5,6.5510803350434
9,-0.5,6.68835471394676
9,-0.5,6.60123011872888
9,-0.5,6.73459165997295
9,-0.5,6.49677499018586
9,-0.5,6.77078942390898
9,-0.5,6.49828214947643
9,-0.5,6.39024066706535
9,-0.5,6.5510803350434
9,-0.5,6.68959926917897
9,-0.5,6.68959926917897
9,-0.5,6.64248680136726
9,-0.5,6.60123011872888
9,-0.5,6.39024066706535
9,-0.5,6.49828214947643
9,-0.5,6.55250788703459
9,-0.5,6.38856140554563
9,-0.5,6.68835471394676
9,-0.5,6.49828214947643
9,-0.5,6.49828214947643
9,-0.5,6.73340189183736
9,-0.5,6.68959926917897
9,-0.5,6.49828214947643
9,-0.5,6.5510803350434
9,-0.5,6.64509096950564
9,-0.5,6.49828214947643
9,0.5,6.44413125670044
9,0.5,6.5510803350434
9,0.5,6.4425401664682
9,0.5,6.49828214947643
9,0.5,6.4425401664682
9,0.5,6.44413125670044
9,0.5,6.64378973314767
9,0.5,6.4425401664682
9,0.5,6.68835471394676
9,0.5,6.68835471394676
9,0.5,6.44094654063292
9,0.5,6.68959926917897
9,0.5,6.64378973314767
9,0.5,6.4425401664682
9,0.5,6.55250788703459
9,0.5,6.26149168432104
9,0.5,6.44413125670044
9,0.5,6.5510803350434
9,0.5,6.5510803350434
9,0.5,6.60258789218934
9,0.5,6.68959926917897
9,0.5,6.77078942390898
9,0.5,6.4425401664682
9,0.5,6.49677499018586
9,0.5,6.3919171133926
9,0.5,6.38856140554563
9,0.5,6.64378973314767
9,0.5,6.5510803350434
9,0.5,6.49828214947643
9,0.5,6.5510803350434
9,0.5,6.59987049921284
9,0.5,6.73340189183736
9,0.5,6.39024066706535
9,0.5,6.44413125670044
9,0.5,6.59987049921284
9,0.5,6.60123011872888
11,-0.5,6.59987049921284
11,-0.5,6.59987049921284
11,-0.5,6.60123011872888
11,-0.5,6.26339826259162
11,-0.5,6.60123011872888
11,-0.5,6.4425401664682
11,-0.5,6.4425401664682
11,-0.5,6.49828214947643
11,-0.5,6.26339826259162
11,-0.5,6.5510803350434
11,-0.5,6.73340189183736
11,-0.5,6.60123011872888
11,-0.5,6.26149168432104
11,-0.5,6.44413125670044
11,-0.5,6.20050917404269
11,-0.5,6.49828214947643
11,-0.5,6.54965074223381
11,-0.5,6.49828214947643
11,-0.5,6.5510803350434
11,-0.5,6.60123011872888
11,-0.5,6.5510803350434
11,-0.5,6.49828214947643
11,-0.5,6.25958146406492
11,-0.5,6.12249280951439
11,-0.5,6.55250788703459
11,-0.5,6.60123011872888
11,-0.5,6.39024066706535
11,-0.5,6.49828214947643
11,-0.5,6.5510803350434
11,-0.5,6.64378973314767
11,-0.5,6.12249280951439
11,-0.5,6.3919171133926
11,-0.5,6.3919171133926
11,0.5,6.39024066706535
11,0.5,6.25958146406492
11,0.5,6.12249280951439
11,0.5,6.39024066706535
11,0.5,6.3261494731551
11,0.5,6.68959926917897
11,0.5,6.73459165997295
11,0.5,6.55250788703459
11,0.5,6.49828214947643
11,0.5,6.32793678372919
11,0.5,6.4425401664682
11,0.5,6.38856140554563
11,0.5,6.39024066706535
11,0.5,6.12249280951439
11,0.5,6.5510803350434
11,0.5,6.77078942390898
11,0.5,6.39024066706535
11,0.5,6.26149168432104
11,0.5,6.4425401664682
11,0.5,6.60123011872888
11,0.5,6.60258789218934
11,0.5,6.19847871649231
11,0.5,6.60123011872888
11,0.5,6.49828214947643
11,0.5,6.64509096950564
11,0.5,6.59987049921284
11,0.5,6.39024066706535
11,0.5,6.44413125670044
11,0.5,6.3297209055227
11,0.5,6.5510803350434
11,0.5,6.60123011872888
11,0.5,6.26149168432104
11,0.5,6.4425401664682
11,0.5,6.49828214947643
11,0.5,6.3261494731551
16,-0.5,6.64248680136726
16,-0.5,6.55250788703459
16,-0.5,6.59987049921284
16,-0.5,6.68959926917897
16,-0.5,6.49677499018586
16,-0.5,6.68959926917897
16,-0.5,6.60123011872888
16,-0.5,6.8501261661455
16,-0.5,6.4425401664682
16,-0.5,6.5510803350434
16,-0.5,6.60123011872888
16,-0.5,6.3919171133926
16,-0.5,6.39024066706535
16,-0.5,6.38856140554563
16,-0.5,6.49978704065585
16,-0.5,6.68835471394676
16,-0.5,6.60123011872888
16,-0.5,6.38856140554563
16,-0.5,6.49828214947643
16,-0.5,6.68835471394676
16,-0.5,6.60123011872888
16,-0.5,6.68835471394676
16,-0.5,6.68959926917897
16,-0.5,6.49828214947643
16,-0.5,6.49978704065585
16,-0.5,6.69084227741856
16,-0.5,6.73340189183736
16,-0.5,6.54965074223381
16,-0.5,6.68835471394676
16,-0.5,6.68835471394676
16,-0.5,6.77078942390898
16,-0.5,6.68959926917897
16,-0.5,6.5510803350434
16,-0.5,6.49677499018586
16,-0.5,6.69084227741856
16,-0.5,6.68959926917897
16,-0.5,6.49828214947643
16,0.5,6.49828214947643
16,0.5,6.64378973314767
16,0.5,6.55250788703459
16,0.5,6.64248680136726
16,0.5,6.49828214947643
16,0.5,6.49828214947643
16,0.5,6.49828214947643
16,0.5,6.73340189183736
16,0.5,6.73221070646721
16,0.5,6.4425401664682
16,0.5,6.54965074223381
16,0.5,6.5510803350434
16,0.5,6.73340189183736
16,0.5,6.73340189183736
16,0.5,6.8501261661455
16,0.5,6.73459165997295
16,0.5,6.95463886488099
16,0.5,6.68959926917897
16,0.5,6.60258789218934
16,0.5,6.64378973314767
16,0.5,6.32793678372919
16,0.5,6.60123011872888
16,0.5,6.54965074223381
16,0.5,6.4425401664682
16,0.5,6.68835471394676
16,0.5,6.60123011872888
16,0.5,6.64509096950564
16,0.5,6.81124437860129
16,0.5,6.59987049921284
16,0.5,6.73340189183736
16,0.5,6.60123011872888
16,0.5,6.64509096950564
16,0.5,6.49828214947643
16,0.5,6.5510803350434
16,0.5,6.64248680136726
16,0.5,6.39024066706535
16,0.5,6.73340189183736
17,-0.5,6.3297209055227
17,-0.5,6.39024066706535
17,-0.5,6.39024066706535
17,-0.5,6.5510803350434
17,-0.5,6.12249280951439
17,-0.5,6.19847871649231
17,-0.5,6.32793678372919
17,-0.5,6.49828214947643
17,-0.5,6.4425401664682
17,-0.5,6.49828214947643
17,-0.5,6.32793678372919
17,-0.5,6.4425401664682
17,-0.5,6.32793678372919
17,-0.5,6.5510803350434
17,-0.5,6.3919171133926
17,-0.5,6.19847871649231
17,-0.5,6.39024066706535
17,-0.5,6.38856140554563
17,-0.5,6.49978704065585
17,-0.5,6.49677499018586
17,-0.5,6.32793678372919
17,-0.5,6.32793678372919
17,-0.5,6.25958146406492
17,-0.5,6.68959926917897
17,-0.5,6.3297209055227
17,-0.5,6.4425401664682
17,-0.5,6.32793678372919
17,-0.5,6.12249280951439
17,-0.5,6.19847871649231
17,-0.5,6.49828214947643
17,-0.5,6.32793678372919
17,-0.5,6.32793678372919
17,-0.5,6.4425401664682
17,-0.5,6.38856140554563
17,-0.5,6.5510803350434
17,-0.5,6.38856140554563
17,0.5,6.12249280951439
17,0.5,5.51342874616498
17,0.5,6.32793678372919
17,0.5,6.5510803350434
17,0.5,6.26339826259162
17,0.5,6.49828214947643
17,0.5,6.5510803350434
17,0.5,6.12249280951439
17,0.5,6.44094654063292
17,0.5,6.39024066706535
17,0.5,6.26149168432104
17,0.5,6.4425401664682
17,0.5,6.38856140554563
17,0.5,6.19847871649231
17,0.5,6.32793678372919
17,0.5,6.39024066706535
17,0.5,6.39024066706535
17,0.5,6.3297209055227
17,0.5,6.26149168432104
17,0.5,6.4425401664682
17,0.5,6.32793678372919
17,0.5,6.4425401664682
17,0.5,6.32793678372919
17,0.5,6.39024066706535
17,0.5,6.32793678372919
17,0.5,6.32793678372919
17,0.5,6.39024066706535
17,0.5,6.54965074223381
17,0.5,6.19847871649231
17,0.5,6.26149168432104
17,0.5,6.49828214947643
17,0.5,6.39024066706535
17,0.5,6.3261494731551
17,0.5,6.44413125670044
17,0.5,6.26339826259162
17,0.5,6.3919171133926
20,-0.5,6.3261494731551
20,-0.5,6.5510803350434
20,-0.5,6.39024066706535
20,-0.5,6.4425401664682
20,-0.5,6.26149168432104
20,-0.5,6.04025471127741
20,-0.5,6.32793678372919
20,-0.5,6.32793678372919
20,-0.5,6.44413125670044
20,-0.5,6.26149168432104
20,-0.5,6.26149168432104
20,-0.5,6.26149168432104
20,-0.5,6.39024066706535
20,-0.5,6.49677499018586
20,-0.5,6.98841318199959
20,-0.5,6.4425401664682
20,-0.5,6.12249280951439
20,-0.5,6.19847871649231
20,-0.5,6.38856140554563
20,-0.5,6.5510803350434
20,-0.5,6.49828214947643
20,-0.5,6.19847871649231
20,-0.5,6.19847871649231
20,-0.5,6.55250788703459
20,-0.5,6.55250788703459
20,-0.5,6.12249280951439
20,-0.5,6.19847871649231
20,-0.5,6.19847871649231
20,-0.5,6.38856140554563
20,-0.5,6.60258789218934
20,-0.5,6.12249280951439
20,-0.5,6.60258789218934
20,-0.5,6.12249280951439
20,-0.5,6.12029741895095
20,-0.5,6.3297209055227
20,0.5,6.4425401664682
20,0.5,6.32793678372919
20,0.5,6.3261494731551
20,0.5,6.12249280951439
20,0.5,6.25958146406492
20,0.5,6.39024066706535
20,0.5,6.20050917404269
20,0.5,6.19847871649231
